time,x,y,z
8.13,-3.16214,0.029951,2
8.14,-3.16155,0.0678936,2
8.15,-3.16051,0.105826,2
8.16,-3.15901,0.143744,2
8.17,-3.15706,0.181641,2
8.18,-3.15465,0.219511,2
8.19,-3.15179,0.257351,2
8.2,-3.14847,0.295153,2
8.21,-3.14471,0.332912,2
8.22,-3.14048,0.370624,2
8.23,-3.13581,0.408282,2
8.24,-3.13069,0.445881,2
8.25,-3.12511,0.483417,2
8.26,-3.11908,0.520882,2
8.27,-3.11261,0.558273,2
8.28,-3.10569,0.595583,2
8.29,-3.09831,0.632807,2
8.3,-3.0905,0.669941,2
8.31,-3.08224,0.706978,2
8.32,-3.07353,0.743913,2
8.33,-3.06438,0.780741,2
8.34,-3.05479,0.817456,2
8.35,-3.04476,0.854054,2
8.36,-3.0343,0.890529,2
8.37,-3.02339,0.926875,2
8.38,-3.01205,0.963088,2
8.39,-3.00028,0.999163,2
8.4,-2.98807,1.03509,2
8.41,-2.97544,1.07087,2
8.42,-2.96237,1.1065,2
8.43,-2.94888,1.14197,2
8.44,-2.93497,1.17727,2
8.45,-2.92063,1.21241,2
8.46,-2.90587,1.24737,2
8.47,-2.89069,1.28215,2
8.48,-2.8751,1.31674,2
8.49,-2.85909,1.35115,2
8.5,-2.84267,1.38536,2
8.51,-2.82584,1.41937,2
8.52,-2.80861,1.45318,2
8.53,-2.79097,1.48677,2
8.54,-2.77293,1.52016,2
8.55,-2.75448,1.55332,2
8.56,-2.73565,1.58626,2
8.57,-2.71642,1.61898,2
8.58,-2.69679,1.65146,2
8.59,-2.67678,1.6837,2
8.6,-2.65638,1.7157,2
8.61,-2.63561,1.74745,2
8.62,-2.61445,1.77895,2
8.63,-2.59291,1.8102,2
8.64,-2.571,1.84118,2
8.65,-2.54872,1.8719,2
8.66,-2.52608,1.90235,2
8.67,-2.50307,1.93252,2
8.68,-2.4797,1.96242,2
8.69,-2.45597,1.99203,2
8.7,-2.43189,2.02136,2
8.71,-2.40746,2.0504,2
8.72,-2.38268,2.07914,2
8.73,-2.35756,2.10758,2
8.74,-2.3321,2.13572,2
8.75,-2.30631,2.16355,2
8.76,-2.28018,2.19107,2
8.77,-2.25372,2.21827,2
8.78,-2.22694,2.24516,2
8.79,-2.19984,2.27172,2
8.8,-2.17242,2.29795,2
8.81,-2.14469,2.32386,2
8.82,-2.11665,2.34942,2
8.83,-2.08831,2.37465,2
8.84,-2.05966,2.39954,2
8.85,-2.03072,2.42408,2
8.86,-2.00148,2.44828,2
8.87,-1.97196,2.47212,2
8.88,-1.94215,2.4956,2
8.89,-1.91207,2.51873,2
8.9,-1.88171,2.54149,2
8.91,-1.85107,2.56389,2
8.92,-1.82017,2.58592,2
8.93,-1.78901,2.60757,2
8.94,-1.75759,2.62885,2
8.95,-1.72592,2.64975,2
8.96,-1.694,2.67027,2
8.97,-1.66184,2.69041,2
8.98,-1.62943,2.71016,2
8.99,-1.59679,2.72951,2
9,-1.56393,2.74848,2
9.01,-1.53083,2.76705,2
9.02,-1.49752,2.78522,2
9.03,-1.46399,2.80299,2
9.04,-1.43025,2.82035,2
9.05,-1.3963,2.83731,2
9.06,-1.36215,2.85386,2
9.07,-1.32781,2.87,2
9.08,-1.29328,2.88573,2
9.09,-1.25856,2.90104,2
9.1,-1.22365,2.91593,2
9.11,-1.18857,2.93041,2
9.12,-1.15332,2.94446,2
9.13,-1.11791,2.95809,2
9.14,-1.08233,2.97129,2
9.15,-1.0466,2.98406,2
9.16,-1.01072,2.99641,2
9.17,-0.974688,3.00832,2
9.18,-0.938519,3.0198,2
9.19,-0.902214,3.03084,2
9.2,-0.86578,3.04145,2
9.21,-0.829221,3.05162,2
9.22,-0.792543,3.06135,2
9.23,-0.75575,3.07064,2
9.24,-0.718849,3.07949,2
9.25,-0.681845,3.08789,2
9.26,-0.644742,3.09585,2
9.27,-0.607546,3.10337,2
9.28,-0.570263,3.11043,2
9.29,-0.532897,3.11705,2
9.3,-0.495455,3.12322,2
9.31,-0.457942,3.12894,2
9.32,-0.420362,3.13421,2
9.33,-0.382722,3.13903,2
9.34,-0.345027,3.1434,2
9.35,-0.307283,3.14731,2
9.36,-0.269494,3.15077,2
9.37,-0.231666,3.15378,2
9.38,-0.193805,3.15633,2
9.39,-0.155916,3.15843,2
9.4,-0.118004,3.16008,2
9.41,-0.0800756,3.16126,2
9.42,-0.0421356,3.162,2
9.43,-0.00418952,3.16227,2
9.44,0.0337572,3.1621,2
9.45,0.071699,3.16146,2
9.46,0.10963,3.16038,2
9.47,0.147546,3.15883,2
9.48,0.185441,3.15684,2
9.49,0.223308,3.15438,2
9.5,0.261144,3.15148,2
9.51,0.298942,3.14812,2
9.52,0.336697,3.1443,2
9.53,0.374404,3.14004,2
9.54,0.412056,3.13532,2
9.55,0.449649,3.13015,2
9.56,0.487178,3.12453,2
9.57,0.524636,3.11845,2
9.58,0.562019,3.11193,2
9.59,0.599321,3.10497,2
9.6,0.636536,3.09755,2
9.61,0.67366,3.08969,2
9.62,0.710687,3.08138,2
9.63,0.747612,3.07263,2
9.64,0.784428,3.06344,2
9.65,0.821132,3.05381,2
9.66,0.857718,3.04373,2
9.67,0.89418,3.03322,2
9.68,0.930514,3.02227,2
9.69,0.966713,3.01089,2
9.7,1.00277,2.99907,2
9.71,1.03869,2.98683,2
9.72,1.07446,2.97415,2
9.73,1.11007,2.96104,2
9.74,1.14552,2.94751,2
9.75,1.18081,2.93355,2
9.76,1.21592,2.91917,2
9.77,1.25086,2.90437,2
9.78,1.28563,2.88915,2
9.79,1.3202,2.87351,2
9.8,1.35459,2.85746,2
9.81,1.38878,2.841,2
9.82,1.42277,2.82413,2
9.83,1.45656,2.80686,2
9.84,1.49013,2.78918,2
9.85,1.5235,2.77109,2
9.86,1.55664,2.75261,2
9.87,1.58956,2.73374,2
9.88,1.62225,2.71446,2
9.89,1.6547,2.6948,2
9.9,1.68692,2.67475,2
9.91,1.71889,2.65432,2
9.92,1.75062,2.6335,2
9.93,1.7821,2.6123,2
9.94,1.81332,2.59073,2
9.95,1.84427,2.56879,2
9.96,1.87496,2.54647,2
9.97,1.90539,2.52379,2
9.98,1.93553,2.50074,2
9.99,1.9654,2.47734,2
10,1.99499,2.45357,2
10.01,2.02429,2.42946,2
10.02,2.05329,2.40499,2
10.03,2.08201,2.38018,2
10.04,2.11042,2.35502,2
10.05,2.13853,2.32953,2
10.06,2.16632,2.3037,2
10.07,2.19381,2.27754,2
10.08,2.22098,2.25105,2
10.09,2.24784,2.22424,2
10.1,2.27436,2.1971,2
10.11,2.30057,2.16965,2
10.12,2.32644,2.14189,2
10.13,2.35197,2.11382,2
10.14,2.37717,2.08545,2
10.15,2.40202,2.05677,2
10.16,2.42653,2.0278,2
10.17,2.45069,1.99853,2
10.18,2.47449,1.96898,2
10.19,2.49794,1.93915,2
10.2,2.52103,1.90903,2
10.21,2.54376,1.87865,2
10.22,2.56612,1.84799,2
10.23,2.58811,1.81706,2
10.24,2.60972,1.78587,2
10.25,2.63097,1.75443,2
10.26,2.65183,1.72273,2
10.27,2.67231,1.69079,2
10.28,2.69241,1.6586,2
10.29,2.71212,1.62617,2
10.3,2.73143,1.59351,2
10.31,2.75036,1.56062,2
10.32,2.76889,1.5275,2
10.33,2.78702,1.49416,2
10.34,2.80475,1.46061,2
10.35,2.82207,1.42685,2
10.36,2.83899,1.39289,2
10.37,2.8555,1.35872,2
10.38,2.8716,1.32436,2
10.39,2.88728,1.2898,2
10.4,2.90255,1.25506,2
10.41,2.91741,1.22014,2
10.42,2.93184,1.18505,2
10.43,2.94585,1.14978,2
10.44,2.95943,1.11435,2
10.45,2.97259,1.07875,2
10.46,2.98532,1.04301,2
10.47,2.99762,1.00711,2
10.48,3.00949,0.971066,2
10.49,3.02093,0.934883,2
10.5,3.03193,0.898565,2
10.51,3.04249,0.862119,2
10.52,3.05262,0.825547,2
10.53,3.0623,0.788857,2
10.54,3.07155,0.752054,2
10.55,3.08035,0.715142,2
10.56,3.08871,0.678127,2
10.57,3.09663,0.641015,2
10.58,3.1041,0.60381,2
10.59,3.11112,0.566518,2
10.6,3.11769,0.529145,2
10.61,3.12382,0.491695,2
10.62,3.12949,0.454175,2
10.63,3.13472,0.416589,2
10.64,3.13949,0.378944,2
10.65,3.14381,0.341243,2
10.66,3.14768,0.303494,2
10.67,3.1511,0.265701,2
10.68,3.15406,0.22787,2
10.69,3.15656,0.190005,2
10.7,3.15862,0.152114,2
10.71,3.16021,0.1142,2
10.72,3.16136,0.0762704,2
10.73,3.16205,0.0383296,2
10.74,3.16228,0.000383176,2
10.75,3.16205,-0.0375633,2
10.76,3.16138,-0.0755043,2
10.77,3.16024,-0.113434,2
10.78,3.15865,-0.151348,2
10.79,3.15661,-0.18924,2
10.8,3.15411,-0.227105,2
10.81,3.15116,-0.264937,2
10.82,3.14775,-0.302731,2
10.83,3.14389,-0.340482,2
10.84,3.13958,-0.378183,2
10.85,3.13482,-0.41583,2
10.86,3.1296,-0.453417,2
10.87,3.12394,-0.490938,2
10.88,3.11782,-0.528389,2
10.89,3.11126,-0.565764,2
10.9,3.10424,-0.603058,2
10.91,3.09678,-0.640264,2
10.92,3.08888,-0.677379,2
10.93,3.08053,-0.714396,2
10.94,3.07173,-0.75131,2
10.95,3.06249,-0.788115,2
10.96,3.05282,-0.824808,2
10.97,3.0427,-0.861381,2
10.98,3.03214,-0.897831,2
10.99,3.02115,-0.934151,2
11,3.00973,-0.970337,2
11.01,2.99786,-1.00638,2
11.02,2.98557,-1.04228,2
11.03,2.97285,-1.07803,2
11.04,2.9597,-1.11363,2
11.05,2.94612,-1.14907,2
11.06,2.93212,-1.18434,2
11.07,2.9177,-1.21943,2
11.08,2.90286,-1.25436,2
11.09,2.8876,-1.2891,2
11.1,2.87192,-1.32366,2
11.11,2.85583,-1.35803,2
11.12,2.83933,-1.3922,2
11.13,2.82242,-1.42617,2
11.14,2.8051,-1.45993,2
11.15,2.78738,-1.49349,2
11.16,2.76926,-1.52683,2
11.17,2.75074,-1.55995,2
11.18,2.73182,-1.59285,2
11.19,2.71251,-1.62551,2
11.2,2.69281,-1.65794,2
11.21,2.67272,-1.69014,2
11.22,2.65225,-1.72209,2
11.23,2.63139,-1.75379,2
11.24,2.61016,-1.78524,2
11.25,2.58855,-1.81643,2
11.26,2.56656,-1.84736,2
11.27,2.54421,-1.87803,2
11.28,2.52149,-1.90842,2
11.29,2.49841,-1.93854,2
11.3,2.47497,-1.96838,2
11.31,2.45117,-1.99794,2
11.32,2.42702,-2.02721,2
11.33,2.40252,-2.05619,2
11.34,2.37767,-2.08487,2
11.35,2.35248,-2.11325,2
11.36,2.32695,-2.14133,2
11.37,2.30109,-2.1691,2
11.38,2.2749,-2.19655,2
11.39,2.24838,-2.22369,2
11.4,2.22153,-2.25051,2
11.41,2.19436,-2.27701,2
11.42,2.16688,-2.30318,2
11.43,2.13909,-2.32901,2
11.44,2.11099,-2.35451,2
11.45,2.08258,-2.37967,2
11.46,2.05388,-2.40449,2
11.47,2.02488,-2.42897,2
11.48,1.99558,-2.45309,2
11.49,1.966,-2.47686,2
11.5,1.93614,-2.50027,2
11.51,1.906,-2.52333,2
11.52,1.87558,-2.54601,2
11.53,1.8449,-2.56834,2
11.54,1.81394,-2.59029,2
11.55,1.78273,-2.61187,2
11.56,1.75126,-2.63308,2
11.57,1.71954,-2.6539,2
11.58,1.68757,-2.67434,2
11.59,1.65535,-2.6944,2
11.6,1.6229,-2.71407,2
11.61,1.59022,-2.73335,2
11.62,1.5573,-2.75224,2
11.63,1.52417,-2.77072,2
11.64,1.49081,-2.78881,2
11.65,1.45724,-2.8065,2
11.66,1.42345,-2.82379,2
11.67,1.38947,-2.84067,2
11.68,1.35528,-2.85713,2
11.69,1.3209,-2.87319,2
11.7,1.28633,-2.88883,2
11.71,1.25157,-2.90406,2
11.72,1.21663,-2.91887,2
11.73,1.18152,-2.93326,2
11.74,1.14623,-2.94723,2
11.75,1.11078,-2.96077,2
11.76,1.07518,-2.97389,2
11.77,1.03941,-2.98657,2
11.78,1.0035,-2.99883,2
11.79,0.967443,-3.01066,2
11.8,0.931246,-3.02205,2
11.81,0.894915,-3.03301,2
11.82,0.858456,-3.04353,2
11.83,0.821872,-3.05361,2
11.84,0.785171,-3.06325,2
11.85,0.748356,-3.07245,2
11.86,0.711434,-3.08121,2
11.87,0.674409,-3.08953,2
11.88,0.637287,-3.0974,2
11.89,0.600073,-3.10482,2
11.9,0.562773,-3.1118,2
11.91,0.525392,-3.11833,2
11.92,0.487935,-3.12441,2
11.93,0.450408,-3.13004,2
11.94,0.412816,-3.13522,2
11.95,0.375164,-3.13994,2
11.96,0.337459,-3.14422,2
11.97,0.299705,-3.14804,2
11.98,0.261908,-3.15141,2
11.99,0.224073,-3.15433,2
12,0.186206,-3.15679,2
12.01,0.148312,-3.1588,2
12.02,0.110396,-3.16035,2
12.03,0.0724651,-3.16145,2
12.04,0.0345235,-3.16209,2
12.05,-0.00342317,-3.16228,2
12.06,-0.0413693,-3.16201,2
12.07,-0.0793095,-3.16128,2
12.08,-0.117238,-3.1601,2
12.09,-0.15515,-3.15847,2
12.1,-0.19304,-3.15638,2
12.11,-0.230901,-3.15384,2
12.12,-0.26873,-3.15084,2
12.13,-0.30652,-3.14739,2
12.14,-0.344265,-3.14348,2
12.15,-0.381962,-3.13912,2
12.16,-0.419603,-3.13432,2
12.17,-0.457183,-3.12905,2
12.18,-0.494698,-3.12334,2
12.19,-0.532142,-3.11718,2
12.2,-0.569509,-3.11057,2
12.21,-0.606794,-3.10351,2
12.22,-0.643991,-3.09601,2
12.23,-0.681096,-3.08806,2
12.24,-0.718103,-3.07966,2
12.25,-0.755006,-3.07082,2
12.26,-0.791801,-3.06154,2
12.27,-0.828482,-3.05182,2
12.28,-0.865043,-3.04166,2
12.29,-0.90148,-3.03106,2
12.3,-0.937787,-3.02003,2
12.31,-0.973959,-3.00856,2
12.32,-1.00999,-2.99665,2
12.33,-1.04588,-2.98432,2
12.34,-1.08161,-2.97155,2
12.35,-1.11719,-2.95836,2
12.36,-1.15261,-2.94474,2
12.37,-1.18786,-2.9307,2
12.38,-1.22295,-2.91623,2
12.39,-1.25785,-2.90135,2
12.4,-1.29258,-2.88604,2
12.41,-1.32712,-2.87032,2
12.42,-1.36146,-2.85419,2
12.43,-1.39561,-2.83765,2
12.44,-1.42956,-2.8207,2
12.45,-1.46331,-2.80334,2
12.46,-1.49684,-2.78558,2
12.47,-1.53016,-2.76742,2
12.48,-1.56326,-2.74886,2
12.49,-1.59613,-2.7299,2
12.5,-1.62878,-2.71055,2
12.51,-1.66118,-2.69081,2
12.52,-1.69335,-2.67068,2
12.53,-1.72528,-2.65017,2
12.54,-1.75696,-2.62928,2
12.55,-1.78838,-2.60801,2
12.56,-1.81955,-2.58636,2
12.57,-1.85045,-2.56434,2
12.58,-1.88109,-2.54195,2
12.59,-1.91146,-2.51919,2
12.6,-1.94155,-2.49607,2
12.61,-1.97136,-2.4726,2
12.62,-2.00089,-2.44876,2
12.63,-2.03013,-2.42458,2
12.64,-2.05908,-2.40004,2
12.65,-2.08773,-2.37516,2
12.66,-2.11608,-2.34994,2
12.67,-2.14413,-2.32438,2
12.68,-2.17186,-2.29848,2
12.69,-2.19929,-2.27225,2
12.7,-2.2264,-2.2457,2
12.71,-2.25318,-2.21882,2
12.72,-2.27965,-2.19162,2
12.73,-2.30578,-2.16411,2
12.74,-2.33158,-2.13628,2
12.75,-2.35705,-2.10815,2
12.76,-2.38218,-2.07972,2
12.77,-2.40696,-2.05098,2
12.78,-2.4314,-2.02195,2
12.79,-2.45549,-1.99263,2
12.8,-2.47922,-1.96302,2
12.81,-2.5026,-1.93313,2
12.82,-2.52562,-1.90296,2
12.83,-2.54827,-1.87252,2
12.84,-2.57056,-1.8418,2
12.85,-2.59247,-1.81082,2
12.86,-2.61402,-1.77958,2
12.87,-2.63518,-1.74809,2
12.88,-2.65597,-1.71634,2
12.89,-2.67637,-1.68435,2
12.9,-2.69639,-1.65211,2
12.91,-2.71602,-1.61964,2
12.92,-2.73526,-1.58693,2
12.93,-2.75411,-1.55399,2
12.94,-2.77256,-1.52083,2
12.95,-2.79061,-1.48745,2
12.96,-2.80826,-1.45386,2
12.97,-2.8255,-1.42005,2
12.98,-2.84234,-1.38605,2
12.99,-2.85876,-1.35184,2
13,-2.87478,-1.31744,2
13.01,-2.89038,-1.28285,2
13.02,-2.90557,-1.24807,2
13.03,-2.92033,-1.21312,2
13.04,-2.93468,-1.17798,2
13.05,-2.94861,-1.14268,2
13.06,-2.9621,-1.10722,2
13.07,-2.97518,-1.0716,2
13.08,-2.98782,-1.03582,2
13.09,-3.00004,-0.99989,2
13.1,-3.01182,-0.963818,2
13.11,-3.02317,-0.927608,2
13.12,-3.03408,-0.891264,2
13.13,-3.04456,-0.854792,2
13.14,-3.0546,-0.818196,2
13.15,-3.06419,-0.781483,2
13.16,-3.07335,-0.744657,2
13.17,-3.08207,-0.707725,2
13.18,-3.09034,-0.67069,2
13.19,-3.09816,-0.633558,2
13.2,-3.10554,-0.596336,2
13.21,-3.11247,-0.559027,2
13.22,-3.11896,-0.521638,2
13.23,-3.12499,-0.484174,2
13.24,-3.13058,-0.44664,2
13.25,-3.13571,-0.409042,2
13.26,-3.14039,-0.371385,2
13.27,-3.14462,-0.333674,2
13.28,-3.1484,-0.295916,2
13.29,-3.15173,-0.258114,2
13.3,-3.1546,-0.220276,2
13.31,-3.15701,-0.182406,2
13.32,-3.15897,-0.144509,2
13.33,-3.16048,-0.106592,2
13.34,-3.16153,-0.0686597,2
13.35,-3.16213,-0.0307173,2
13.36,-3.16227,0.00722951,2
13.37,-3.16195,0.0451753,2
13.38,-3.16119,0.0831146,2
13.39,-3.15996,0.121042,2
13.4,-3.15828,0.158952,2
13.41,-3.15615,0.196839,2
13.42,-3.15356,0.234698,2
13.43,-3.15051,0.272522,2
13.44,-3.14702,0.310308,2
13.45,-3.14307,0.348049,2
13.46,-3.13866,0.38574,2
13.47,-3.13381,0.423375,2
13.48,-3.1285,0.460949,2
13.49,-3.12275,0.498457,2
13.5,-3.11654,0.535893,2
13.51,-3.10988,0.573252,2
13.52,-3.10278,0.610529,2
13.53,-3.09523,0.647717,2
13.54,-3.08724,0.684813,2
13.55,-3.0788,0.721809,2
13.56,-3.06991,0.758702,2
13.57,-3.06059,0.795485,2
13.58,-3.05082,0.832154,2
13.59,-3.04062,0.868703,2
13.6,-3.02997,0.905127,2
13.61,-3.01889,0.941421,2
13.62,-3.00738,0.977579,2
13.63,-2.99543,1.0136,2
13.64,-2.98306,1.04947,2
13.65,-2.97025,1.08519,2
13.66,-2.95701,1.12075,2
13.67,-2.94335,1.15615,2
13.68,-2.92926,1.19139,2
13.69,-2.91476,1.22646,2
13.7,-2.89983,1.26134,2
13.71,-2.88449,1.29605,2
13.72,-2.86873,1.33057,2
13.73,-2.85255,1.3649,2
13.74,-2.83597,1.39903,2
13.75,-2.81898,1.43296,2
13.76,-2.80158,1.46668,2
13.77,-2.78378,1.5002,2
13.78,-2.76557,1.53349,2
13.79,-2.74697,1.56657,2
13.8,-2.72798,1.59942,2
13.81,-2.70859,1.63204,2
13.82,-2.68881,1.66442,2
13.83,-2.66864,1.69657,2
13.84,-2.64809,1.72847,2
13.85,-2.62716,1.76012,2
13.86,-2.60585,1.79152,2
13.87,-2.58417,1.82266,2
13.88,-2.56211,1.85354,2
13.89,-2.53968,1.88415,2
13.9,-2.51689,1.91449,2
13.91,-2.49374,1.94455,2
13.92,-2.47022,1.97434,2
13.93,-2.44635,2.00384,2
13.94,-2.42213,2.03305,2
13.95,-2.39756,2.06197,2
13.96,-2.37265,2.09059,2
13.97,-2.34739,2.11891,2
13.98,-2.32179,2.14692,2
13.99,-2.29586,2.17463,2
14,-2.2696,2.20202,2
14.01,-2.24302,2.2291,2
14.02,-2.21611,2.25585,2
14.03,-2.18888,2.28228,2
14.04,-2.16133,2.30839,2
14.05,-2.13348,2.33415,2
14.06,-2.10531,2.35959,2
14.07,-2.07685,2.38468,2
14.08,-2.04808,2.40943,2
14.09,-2.01902,2.43383,2
14.1,-1.98967,2.45789,2
14.11,-1.96004,2.48158,2
14.12,-1.93012,2.50493,2
14.13,-1.89992,2.52791,2
14.14,-1.86945,2.55052,2
14.15,-1.83871,2.57277,2
14.16,-1.8077,2.59465,2
14.17,-1.77644,2.61616,2
14.18,-1.74492,2.63728,2
14.19,-1.71314,2.65803,2
14.2,-1.68112,2.6784,2
14.21,-1.64886,2.69838,2
14.22,-1.61637,2.71797,2
14.23,-1.58363,2.73717,2
14.24,-1.55067,2.75598,2
14.25,-1.51749,2.77439,2
14.26,-1.48409,2.7924,2
14.27,-1.45048,2.81,2
14.28,-1.41665,2.82721,2
14.29,-1.38263,2.844,2
14.3,-1.3484,2.86039,2
14.31,-1.31398,2.87636,2
14.32,-1.27937,2.89192,2
14.33,-1.24457,2.90707,2
14.34,-1.2096,2.92179,2
14.35,-1.17445,2.9361,2
14.36,-1.13913,2.94998,2
14.37,-1.10365,2.96344,2
14.38,-1.06801,2.97647,2
14.39,-1.03222,2.98907,2
14.4,-0.996278,3.00124,2
14.41,-0.960192,3.01298,2
14.42,-0.923968,3.02428,2
14.43,-0.887611,3.03515,2
14.44,-0.851126,3.04558,2
14.45,-0.814519,3.05558,2
14.46,-0.777794,3.06513,2
14.47,-0.740958,3.07424,2
14.48,-0.704014,3.08291,2
14.49,-0.666969,3.09114,2
14.5,-0.629829,3.09892,2
14.51,-0.592597,3.10626,2
14.52,-0.55528,3.11314,2
14.53,-0.517883,3.11958,2
14.54,-0.480412,3.12557,2
14.55,-0.442871,3.13111,2
14.56,-0.405267,3.1362,2
14.57,-0.367604,3.14084,2
14.58,-0.329889,3.14502,2
14.59,-0.292126,3.14876,2
14.6,-0.254321,3.15203,2
14.61,-0.216479,3.15486,2
14.62,-0.178606,3.15723,2
14.63,-0.140707,3.15915,2
14.64,-0.102788,3.16061,2
14.65,-0.0648542,3.16161,2
14.66,-0.0269111,3.16216,2
14.67,0.0110358,3.16226,2
14.68,0.0489812,3.1619,2
14.69,0.0869196,3.16108,2
14.7,0.124845,3.15981,2
14.71,0.162753,3.15809,2
14.72,0.200638,3.15591,2
14.73,0.238493,3.15327,2
14.74,0.276314,3.15018,2
14.75,0.314096,3.14664,2
14.76,0.351832,3.14264,2
14.77,0.389517,3.1382,2
14.78,0.427147,3.1333,2
14.79,0.464715,3.12795,2
14.8,0.502216,3.12214,2
14.81,0.539644,3.11589,2
14.82,0.576995,3.10919,2
14.83,0.614263,3.10204,2
14.84,0.651443,3.09445,2
14.85,0.688528,3.08641,2
14.86,0.725515,3.07793,2
14.87,0.762397,3.069,2
14.88,0.799169,3.05963,2
14.89,0.835826,3.04982,2
14.9,0.872363,3.03957,2
14.91,0.908774,3.02888,2
14.92,0.945054,3.01776,2
14.93,0.981198,3.0062,2
14.94,1.0172,2.99421,2
14.95,1.05306,2.98179,2
14.96,1.08876,2.96894,2
14.97,1.12431,2.95566,2
14.98,1.1597,2.94196,2
14.99,1.19492,2.92783,2
15,1.22996,2.91328,2
15.01,1.26483,2.89831,2
15.02,1.29952,2.88292,2
15.03,1.33402,2.86712,2
15.04,1.36833,2.85091,2
15.05,1.40244,2.83428,2
15.06,1.43635,2.81725,2
15.07,1.47005,2.79981,2
15.08,1.50354,2.78197,2
15.09,1.53682,2.76373,2
15.1,1.56987,2.74509,2
15.11,1.6027,2.72605,2
15.12,1.6353,2.70662,2
15.13,1.66766,2.6868,2
15.14,1.69978,2.6666,2
15.15,1.73165,2.64601,2
15.16,1.76328,2.62504,2
15.17,1.79465,2.60369,2
15.18,1.82577,2.58197,2
15.19,1.85662,2.55988,2
15.2,1.8872,2.53741,2
15.21,1.91752,2.51458,2
15.22,1.94755,2.49139,2
15.23,1.97731,2.46784,2
15.24,2.00678,2.44394,2
15.25,2.03596,2.41968,2
15.26,2.06485,2.39508,2
15.27,2.09344,2.37013,2
15.28,2.12173,2.34484,2
15.29,2.14972,2.31921,2
15.3,2.17739,2.29324,2
15.31,2.20475,2.26695,2
15.32,2.2318,2.24033,2
15.33,2.25852,2.21339,2
15.34,2.28492,2.18613,2
15.35,2.31099,2.15855,2
15.36,2.33672,2.13067,2
15.37,2.36212,2.10247,2
15.38,2.38718,2.07398,2
15.39,2.41189,2.04518,2
15.4,2.43626,2.01609,2
15.41,2.46028,1.98671,2
15.42,2.48394,1.95705,2
15.43,2.50725,1.9271,2
15.44,2.53019,1.89687,2
15.45,2.55277,1.86638,2
15.46,2.57498,1.83561,2
15.47,2.59682,1.80458,2
15.48,2.61829,1.77329,2
15.49,2.63938,1.74174,2
15.5,2.66009,1.70994,2
15.51,2.68042,1.6779,2
15.52,2.70036,1.64561,2
15.53,2.71991,1.61309,2
15.54,2.73907,1.58034,2
15.55,2.75784,1.54736,2
15.56,2.77621,1.51415,2
15.57,2.79418,1.48073,2
15.58,2.81175,1.44709,2
15.59,2.82891,1.41325,2
15.6,2.84566,1.3792,2
15.61,2.86201,1.34495,2
15.62,2.87794,1.31051,2
15.63,2.89346,1.27589,2
15.64,2.90856,1.24107,2
15.65,2.92325,1.20608,2
15.66,2.93751,1.17092,2
15.67,2.95135,1.13558,2
15.68,2.96476,1.10009,2
15.69,2.97775,1.06443,2
15.7,2.99031,1.02862,2
15.71,3.00244,0.992665,2
15.72,3.01413,0.956565,2
15.73,3.02539,0.920327,2
15.74,3.03622,0.883957,2
15.75,3.04661,0.84746,2
15.76,3.05656,0.81084,2
15.77,3.06607,0.774104,2
15.78,3.07513,0.737257,2
15.79,3.08376,0.700303,2
15.8,3.09194,0.663248,2
15.81,3.09968,0.626098,2
15.82,3.10697,0.588858,2
15.83,3.11381,0.551533,2
15.84,3.1202,0.514128,2
15.85,3.12615,0.47665,2
15.86,3.13164,0.439102,2
15.87,3.13669,0.401492,2
15.88,3.14128,0.363824,2
15.89,3.14542,0.326103,2
15.9,3.14911,0.288335,2
15.91,3.15234,0.250526,2
15.92,3.15512,0.212681,2
15.93,3.15744,0.174805,2
15.94,3.15931,0.136904,2
15.95,3.16073,0.0989836,2
15.96,3.16169,0.0610487,2
15.97,3.16219,0.0231049,2
15.98,3.16224,-0.0148422,2
15.99,3.16184,-0.0527871,2
16,3.16098,-0.0907244,2
16.01,3.15966,-0.128649,2
16.02,3.15789,-0.166554,2
16.03,3.15566,-0.204436,2
16.04,3.15298,-0.242289,2
16.05,3.14985,-0.280106,2
16.06,3.14626,-0.317883,2
16.07,3.14222,-0.355614,2
16.08,3.13773,-0.393294,2
16.09,3.13278,-0.430918,2
16.1,3.12738,-0.468479,2
16.11,3.12154,-0.505973,2
16.12,3.11524,-0.543394,2
16.13,3.1085,-0.580737,2
16.14,3.1013,-0.617997,2
16.15,3.09366,-0.655167,2
16.16,3.08558,-0.692243,2
16.17,3.07705,-0.729219,2
16.18,3.06808,-0.76609,2
16.19,3.05866,-0.802851,2
16.2,3.04881,-0.839496,2
16.21,3.03852,-0.876021,2
16.22,3.02779,-0.912419,2
16.23,3.01662,-0.948686,2
16.24,3.00502,-0.984816,2
16.25,2.99298,-1.0208,2
16.26,2.98052,-1.05665,2
16.27,2.96763,-1.09234,2
16.28,2.9543,-1.12787,2
16.29,2.94056,-1.16324,2
16.3,2.92639,-1.19844,2
16.31,2.9118,-1.23347,2
16.32,2.89678,-1.26832,2
16.33,2.88136,-1.30299,2
16.34,2.86551,-1.33747,2
16.35,2.84926,-1.37176,2
16.36,2.83259,-1.40585,2
16.37,2.81552,-1.43974,2
16.38,2.79804,-1.47342,2
16.39,2.78016,-1.50689,2
16.4,2.76187,-1.54014,2
16.41,2.74319,-1.57318,2
16.42,2.72412,-1.60598,2
