time,vx,vy,vz,px,py,pz
6.88,0,0,132.576,0,0,1143.72
6.89,0,0,132.478,0,0,1145.05
6.9,0,0,132.38,0,0,1146.37
6.91,0,0,132.282,0,0,1147.7
6.92,0,0,132.184,0,0,1149.02
6.93,0,0,132.086,0,0,1150.34
6.94,0,0,131.988,0,0,1151.66
6.95,0,0,131.89,0,0,1152.98
6.96,0,0,131.792,0,0,1154.3
6.97,0,0,131.694,0,0,1155.61
6.98,0,0,131.596,0,0,1156.93
6.99,0,0,131.498,0,0,1158.24
7,0,0,131.4,0,0,1159.56
7.01,0,0,131.302,0,0,1160.87
7.02,0,0,131.204,0,0,1162.18
7.03,0,0,131.106,0,0,1163.49
7.04,0,0,131.008,0,0,1164.8
7.05,0,0,130.91,0,0,1166.11
7.06,0,0,130.812,0,0,1167.42
7.07,0,0,130.714,0,0,1168.73
7.08,0,0,130.616,0,0,1170.03
7.09,0,0,130.518,0,0,1171.34
7.1,0,0,130.42,0,0,1172.64
7.11,0,0,130.322,0,0,1173.95
7.12,0,0,130.224,0,0,1175.25
7.13,0,0,130.126,0,0,1176.55
7.14,0,0,130.028,0,0,1177.85
7.15,0,0,129.93,0,0,1179.15
7.16,0,0,129.832,0,0,1180.45
7.17,0,0,129.734,0,0,1181.75
7.18,0,0,129.636,0,0,1183.04
7.19,0,0,129.538,0,0,1184.34
7.2,0,0,129.44,0,0,1185.63
7.21,0,0,129.342,0,0,1186.92
7.22,0,0,129.244,0,0,1188.22
7.23,0,0,129.146,0,0,1189.51
7.24,0,0,129.048,0,0,1190.8
7.25,0,0,128.95,0,0,1192.09
7.26,0,0,128.852,0,0,1193.38
7.27,0,0,128.754,0,0,1194.66
7.28,0,0,128.656,0,0,1195.95
7.29,0,0,128.558,0,0,1197.24
7.3,0,0,128.46,0,0,1198.52
7.31,0,0,128.362,0,0,1199.8
7.32,0,0,128.264,0,0,1201.09
7.33,0,0,128.166,0,0,1202.37
7.34,0,0,128.068,0,0,1203.65
7.35,0,0,127.97,0,0,1204.93
7.36,0,0,127.872,0,0,1206.21
7.37,0,0,127.774,0,0,1207.49
7.38,0,0,127.676,0,0,1208.76
7.39,0,0,127.578,0,0,1210.04
7.4,0,0,127.48,0,0,1211.31
7.41,0,0,127.382,0,0,1212.59
7.42,0,0,127.284,0,0,1213.86
7.43,0,0,127.186,0,0,1215.13
7.44,0,0,127.088,0,0,1216.4
7.45,0,0,126.99,0,0,1217.67
7.46,0,0,126.892,0,0,1218.94
7.47,0,0,126.794,0,0,1220.21
7.48,0,0,126.696,0,0,1221.48
7.49,0,0,126.598,0,0,1222.74
7.5,0,0,126.5,0,0,1224.01
7.51,0,0,126.402,0,0,1225.27
7.52,0,0,126.304,0,0,1226.53
7.53,0,0,126.206,0,0,1227.8
7.54,0,0,126.108,0,0,1229.06
7.55,0,0,126.01,0,0,1230.32
7.56,0,0,125.912,0,0,1231.58
7.57,0,0,125.814,0,0,1232.84
7.58,0,0,125.716,0,0,1234.09
7.59,0,0,125.618,0,0,1235.35
7.6,0,0,125.52,0,0,1236.6
7.61,0,0,125.422,0,0,1237.86
7.62,0,0,125.324,0,0,1239.11
7.63,0,0,125.226,0,0,1240.36
7.64,0,0,125.128,0,0,1241.61
7.65,0,0,125.03,0,0,1242.86
7.66,0,0,124.932,0,0,1244.11
7.67,0,0,124.834,0,0,1245.36
7.68,0,0,124.736,0,0,1246.61
7.69,0,0,124.638,0,0,1247.86
7.7,0,0,124.54,0,0,1249.1
7.71,0,0,124.442,0,0,1250.35
7.72,0,0,124.344,0,0,1251.59
7.73,0,0,124.246,0,0,1252.83
7.74,0,0,124.148,0,0,1254.07
7.75,0,0,124.05,0,0,1255.31
7.76,0,0,123.952,0,0,1256.55
7.77,0,0,123.854,0,0,1257.79
7.78,0,0,123.756,0,0,1259.03
7.79,0,0,123.658,0,0,1260.27
7.8,0,0,123.56,0,0,1261.5
7.81,0,0,123.462,0,0,1262.74
7.82,0,0,123.364,0,0,1263.97
7.83,0,0,123.266,0,0,1265.2
7.84,0,0,123.168,0,0,1266.43
7.85,0,0,123.07,0,0,1267.67
7.86,0,0,122.972,0,0,1268.89
7.87,0,0,122.874,0,0,1270.12
7.88,0,0,122.776,0,0,1271.35
7.89,0,0,122.678,0,0,1272.58
7.9,0,0,122.58,0,0,1273.8
7.91,0,0,122.482,0,0,1275.03
7.92,0,0,122.384,0,0,1276.25
7.93,0,0,122.286,0,0,1277.48
7.94,0,0,122.188,0,0,1278.7
7.95,0,0,122.09,0,0,1279.92
7.96,0,0,121.992,0,0,1281.14
7.97,0,0,121.894,0,0,1282.36
7.98,0,0,121.796,0,0,1283.58
7.99,0,0,121.698,0,0,1284.79
8,0,0,121.6,0,0,1286.01
8.01,0,0,121.502,0,0,1287.22
8.02,0,0,121.404,0,0,1288.44
8.03,0,0,121.306,0,0,1289.65
8.04,0,0,121.208,0,0,1290.86
8.05,0,0,121.11,0,0,1292.07
8.06,0,0,121.012,0,0,1293.28
8.07,0,0,120.914,0,0,1294.49
8.08,0,0,120.816,0,0,1295.7
8.09,0,0,120.718,0,0,1296.91
8.1,0,0,120.62,0,0,1298.11
8.11,0,0,120.522,0,0,1299.32
8.12,0,0,120.424,0,0,1300.52
8.13,0,0,120.326,0,0,1301.73
8.14,0,0,120.228,0,0,1302.93
8.15,0,0,120.13,0,0,1304.13
8.16,0,0,120.032,0,0,1305.33
8.17,0,0,119.934,0,0,1306.53
8.18,0,0,119.836,0,0,1307.73
8.19,0,0,119.738,0,0,1308.93
8.2,0,0,119.64,0,0,1310.12
8.21,0,0,119.542,0,0,1311.32
8.22,0,0,119.444,0,0,1312.51
8.23,0,0,119.346,0,0,1313.71
8.24,0,0,119.248,0,0,1314.9
8.25,0,0,119.15,0,0,1316.09
8.26,0,0,119.052,0,0,1317.28
8.27,0,0,118.954,0,0,1318.47
8.28,0,0,118.856,0,0,1319.66
8.29,0,0,118.758,0,0,1320.85
8.3,0,0,118.66,0,0,1322.03
8.31,0,0,118.562,0,0,1323.22
8.32,0,0,118.464,0,0,1324.4
8.33,0,0,118.366,0,0,1325.59
8.34,0,0,118.268,0,0,1326.77
8.35,0,0,118.17,0,0,1327.95
8.36,0,0,118.072,0,0,1329.13
8.37,0,0,117.974,0,0,1330.31
8.38,0,0,117.876,0,0,1331.49
8.39,0,0,117.778,0,0,1332.67
8.4,0,0,117.68,0,0,1333.84
8.41,0,0,117.582,0,0,1335.02
8.42,0,0,117.484,0,0,1336.2
8.43,0,0,117.386,0,0,1337.37
8.44,0,0,117.288,0,0,1338.54
8.45,0,0,117.19,0,0,1339.71
8.46,0,0,117.092,0,0,1340.88
8.47,0,0,116.994,0,0,1342.05
8.48,0,0,116.896,0,0,1343.22
8.49,0,0,116.798,0,0,1344.39
8.5,0,0,116.7,0,0,1345.56
8.51,0,0,116.602,0,0,1346.72
8.52,0,0,116.504,0,0,1347.89
8.53,0,0,116.406,0,0,1349.05
8.54,0,0,116.308,0,0,1350.22
8.55,0,0,116.21,0,0,1351.38
8.56,0,0,116.112,0,0,1352.54
8.57,0,0,116.014,0,0,1353.7
8.58,0,0,115.916,0,0,1354.86
8.59,0,0,115.818,0,0,1356.02
8.6,0,0,115.72,0,0,1357.17
8.61,0,0,115.622,0,0,1358.33
8.62,0,0,115.524,0,0,1359.49
8.63,0,0,115.426,0,0,1360.64
8.64,0,0,115.328,0,0,1361.79
8.65,0,0,115.23,0,0,1362.95
8.66,0,0,115.132,0,0,1364.1
8.67,0,0,115.034,0,0,1365.25
8.68,0,0,114.936,0,0,1366.4
8.69,0,0,114.838,0,0,1367.55
8.7,0,0,114.74,0,0,1368.69
8.71,0,0,114.642,0,0,1369.84
8.72,0,0,114.544,0,0,1370.98
8.73,0,0,114.446,0,0,1372.13
8.74,0,0,114.348,0,0,1373.27
8.75,0,0,114.25,0,0,1374.41
8.76,0,0,114.152,0,0,1375.56
8.77,0,0,114.054,0,0,1376.7
8.78,0,0,113.956,0,0,1377.84
8.79,0,0,113.858,0,0,1378.98
8.8,0,0,113.76,0,0,1380.11
8.81,0,0,113.662,0,0,1381.25
8.82,0,0,113.564,0,0,1382.39
8.83,0,0,113.466,0,0,1383.52
8.84,0,0,113.368,0,0,1384.65
8.85,0,0,113.27,0,0,1385.79
8.86,0,0,113.172,0,0,1386.92
8.87,0,0,113.074,0,0,1388.05
8.88,0,0,112.976,0,0,1389.18
8.89,0,0,112.878,0,0,1390.31
8.9,0,0,112.78,0,0,1391.43
8.91,0,0,112.682,0,0,1392.56
8.92,0,0,112.584,0,0,1393.69
8.93,0,0,112.486,0,0,1394.81
8.94,0,0,112.388,0,0,1395.94
8.95,0,0,112.29,0,0,1397.06
8.96,0,0,112.192,0,0,1398.18
8.97,0,0,112.094,0,0,1399.3
8.98,0,0,111.996,0,0,1400.42
8.99,0,0,111.898,0,0,1401.54
9,0,0,111.8,0,0,1402.66
9.01,0,0,111.702,0,0,1403.78
9.02,0,0,111.604,0,0,1404.89
9.03,0,0,111.506,0,0,1406.01
9.04,0,0,111.408,0,0,1407.12
9.05,0,0,111.31,0,0,1408.23
9.06,0,0,111.212,0,0,1409.35
9.07,0,0,111.114,0,0,1410.46
9.08,0,0,111.016,0,0,1411.57
9.09,0,0,110.918,0,0,1412.68
9.1,0,0,110.82,0,0,1413.79
9.11,0,0,110.722,0,0,1414.89
9.12,0,0,110.624,0,0,1416
9.13,0,0,110.526,0,0,1417.1
9.14,0,0,110.428,0,0,1418.21
9.15,0,0,110.33,0,0,1419.31
9.16,0,0,110.232,0,0,1420.41
9.17,0,0,110.134,0,0,1421.52
9.18,0,0,110.036,0,0,1422.62
9.19,0,0,109.938,0,0,1423.71
9.2,0,0,109.84,0,0,1424.81
9.21,0,0,109.742,0,0,1425.91
9.22,0,0,109.644,0,0,1427.01
9.23,0,0,109.546,0,0,1428.1
9.24,0,0,109.448,0,0,1429.2
9.25,0,0,109.35,0,0,1430.29
9.26,0,0,109.252,0,0,1431.38
9.27,0,0,109.154,0,0,1432.47
9.28,0,0,109.056,0,0,1433.57
9.29,0,0,108.958,0,0,1434.65
9.3,0,0,108.86,0,0,1435.74
9.31,0,0,108.762,0,0,1436.83
9.32,0,0,108.664,0,0,1437.92
9.33,0,0,108.566,0,0,1439
9.34,0,0,108.468,0,0,1440.09
9.35,0,0,108.37,0,0,1441.17
9.36,0,0,108.272,0,0,1442.25
9.37,0,0,108.174,0,0,1443.34
9.38,0,0,108.076,0,0,1444.42
9.39,0,0,107.978,0,0,1445.5
9.4,0,0,107.88,0,0,1446.58
9.41,0,0,107.782,0,0,1447.65
9.42,0,0,107.684,0,0,1448.73
9.43,0,0,107.586,0,0,1449.81
9.44,0,0,107.488,0,0,1450.88
9.45,0,0,107.39,0,0,1451.95
9.46,0,0,107.292,0,0,1453.03
9.47,0,0,107.194,0,0,1454.1
9.48,0,0,107.096,0,0,1455.17
9.49,0,0,106.998,0,0,1456.24
9.5,0,0,106.9,0,0,1457.31
9.51,0,0,106.802,0,0,1458.38
9.52,0,0,106.704,0,0,1459.44
9.53,0,0,106.606,0,0,1460.51
9.54,0,0,106.508,0,0,1461.58
9.55,0,0,106.41,0,0,1462.64
9.56,0,0,106.312,0,0,1463.7
9.57,0,0,106.214,0,0,1464.77
9.58,0,0,106.116,0,0,1465.83
9.59,0,0,106.018,0,0,1466.89
9.6,0,0,105.92,0,0,1467.95
9.61,0,0,105.822,0,0,1469
9.62,0,0,105.724,0,0,1470.06
9.63,0,0,105.626,0,0,1471.12
9.64,0,0,105.528,0,0,1472.17
9.65,0,0,105.43,0,0,1473.23
9.66,0,0,105.332,0,0,1474.28
9.67,0,0,105.234,0,0,1475.33
9.68,0,0,105.136,0,0,1476.38
9.69,0,0,105.038,0,0,1477.43
9.7,0,0,104.94,0,0,1478.48
9.71,0,0,104.842,0,0,1479.53
9.72,0,0,104.744,0,0,1480.58
9.73,0,0,104.646,0,0,1481.63
9.74,0,0,104.548,0,0,1482.67
9.75,0,0,104.45,0,0,1483.72
9.76,0,0,104.352,0,0,1484.76
9.77,0,0,104.254,0,0,1485.8
9.78,0,0,104.156,0,0,1486.84
9.79,0,0,104.058,0,0,1487.88
9.8,0,0,103.96,0,0,1488.92
9.81,0,0,103.862,0,0,1489.96
9.82,0,0,103.764,0,0,1491
9.83,0,0,103.666,0,0,1492.04
9.84,0,0,103.568,0,0,1493.07
9.85,0,0,103.47,0,0,1494.11
9.86,0,0,103.372,0,0,1495.14
9.87,0,0,103.274,0,0,1496.17
9.88,0,0,103.176,0,0,1497.21
9.89,0,0,103.078,0,0,1498.24
9.9,0,0,102.98,0,0,1499.27
9.91,0,0,102.882,0,0,1500.29
9.92,0,0,102.784,0,0,1501.32
9.93,0,0,102.686,0,0,1502.35
9.94,0,0,102.588,0,0,1503.38
9.95,0,0,102.49,0,0,1504.4
9.96,0,0,102.392,0,0,1505.42
9.97,0,0,102.294,0,0,1506.45
9.98,0,0,102.196,0,0,1507.47
9.99,0,0,102.098,0,0,1508.49
10,0,0,102,0,0,1509.51
10.01,0,0,101.902,0,0,1510.53
10.02,0,0,101.804,0,0,1511.55
10.03,0,0,101.706,0,0,1512.56
10.04,0,0,101.608,0,0,1513.58
10.05,0,0,101.51,0,0,1514.6
10.06,0,0,101.412,0,0,1515.61
10.07,0,0,101.314,0,0,1516.62
10.08,0,0,101.216,0,0,1517.63
10.09,0,0,101.118,0,0,1518.65
10.1,0,0,101.02,0,0,1519.66
10.11,0,0,100.922,0,0,1520.67
10.12,0,0,100.824,0,0,1521.67
10.13,0,0,100.726,0,0,1522.68
10.14,0,0,100.628,0,0,1523.69
10.15,0,0,100.53,0,0,1524.69
10.16,0,0,100.432,0,0,1525.7
10.17,0,0,100.334,0,0,1526.7
10.18,0,0,100.236,0,0,1527.7
10.19,0,0,100.138,0,0,1528.7
10.2,0,0,100.04,0,0,1529.7
10.21,0,0,99.942,0,0,1530.7
10.22,0,0,99.844,0,0,1531.7
10.23,0,0,99.746,0,0,1532.7
10.24,0,0,99.648,0,0,1533.7
10.25,0,0,99.55,0,0,1534.69
10.26,0,0,99.452,0,0,1535.69
10.27,0,0,99.354,0,0,1536.68
10.28,0,0,99.256,0,0,1537.67
10.29,0,0,99.158,0,0,1538.66
10.3,0,0,99.06,0,0,1539.65
10.31,0,0,98.962,0,0,1540.64
10.32,0,0,98.864,0,0,1541.63
10.33,0,0,98.766,0,0,1542.62
10.34,0,0,98.668,0,0,1543.61
10.35,0,0,98.57,0,0,1544.59
10.36,0,0,98.472,0,0,1545.58
10.37,0,0,98.374,0,0,1546.56
10.38,0,0,98.276,0,0,1547.54
10.39,0,0,98.178,0,0,1548.53
10.4,0,0,98.08,0,0,1549.51
10.41,0,0,97.982,0,0,1550.49
10.42,0,0,97.884,0,0,1551.47
10.43,0,0,97.786,0,0,1552.44
10.44,0,0,97.688,0,0,1553.42
10.45,0,0,97.59,0,0,1554.4
10.46,0,0,97.492,0,0,1555.37
10.47,0,0,97.394,0,0,1556.34
10.48,0,0,97.296,0,0,1557.32
10.49,0,0,97.198,0,0,1558.29
10.5,0,0,97.1,0,0,1559.26
10.51,0,0,97.002,0,0,1560.23
10.52,0,0,96.904,0,0,1561.2
10.53,0,0,96.806,0,0,1562.17
10.54,0,0,96.708,0,0,1563.13
10.55,0,0,96.61,0,0,1564.1
10.56,0,0,96.512,0,0,1565.07
10.57,0,0,96.414,0,0,1566.03
10.58,0,0,96.316,0,0,1566.99
10.59,0,0,96.218,0,0,1567.96
10.6,0,0,96.12,0,0,1568.92
10.61,0,0,96.022,0,0,1569.88
10.62,0,0,95.924,0,0,1570.84
10.63,0,0,95.826,0,0,1571.79
10.64,0,0,95.728,0,0,1572.75
10.65,0,0,95.63,0,0,1573.71
10.66,0,0,95.532,0,0,1574.66
10.67,0,0,95.434,0,0,1575.62
10.68,0,0,95.336,0,0,1576.57
10.69,0,0,95.238,0,0,1577.52
10.7,0,0,95.14,0,0,1578.47
10.71,0,0,95.042,0,0,1579.43
10.72,0,0,94.944,0,0,1580.37
10.73,0,0,94.846,0,0,1581.32
10.74,0,0,94.748,0,0,1582.27
10.75,0,0,94.65,0,0,1583.22
10.76,0,0,94.552,0,0,1584.16
10.77,0,0,94.454,0,0,1585.11
10.78,0,0,94.356,0,0,1586.05
10.79,0,0,94.258,0,0,1586.99
10.8,0,0,94.16,0,0,1587.93
10.81,0,0,94.062,0,0,1588.88
10.82,0,0,93.964,0,0,1589.82
10.83,0,0,93.866,0,0,1590.75
10.84,0,0,93.768,0,0,1591.69
10.85,0,0,93.67,0,0,1592.63
10.86,0,0,93.572,0,0,1593.56
10.87,0,0,93.474,0,0,1594.5
10.88,0,0,93.376,0,0,1595.43
10.89,0,0,93.278,0,0,1596.37
10.9,0,0,93.18,0,0,1597.3
10.91,0,0,93.082,0,0,1598.23
10.92,0,0,92.984,0,0,1599.16
10.93,0,0,92.886,0,0,1600.09
10.94,0,0,92.788,0,0,1601.01
10.95,0,0,92.69,0,0,1601.94
10.96,0,0,92.592,0,0,1602.87
10.97,0,0,92.494,0,0,1603.79
10.98,0,0,92.396,0,0,1604.72
10.99,0,0,92.298,0,0,1605.64
11,0,0,92.2,0,0,1606.56
11.01,0,0,92.102,0,0,1607.48
11.02,0,0,92.004,0,0,1608.4
11.03,0,0,91.906,0,0,1609.32
11.04,0,0,91.808,0,0,1610.24
11.05,0,0,91.71,0,0,1611.16
11.06,0,0,91.612,0,0,1612.07
11.07,0,0,91.514,0,0,1612.99
11.08,0,0,91.416,0,0,1613.9
11.09,0,0,91.318,0,0,1614.81
11.1,0,0,91.22,0,0,1615.73
11.11,0,0,91.122,0,0,1616.64
11.12,0,0,91.024,0,0,1617.55
11.13,0,0,90.926,0,0,1618.46
11.14,0,0,90.828,0,0,1619.37
11.15,0,0,90.73,0,0,1620.27
11.16,0,0,90.632,0,0,1621.18
11.17,0,0,90.534,0,0,1622.09
11.18,0,0,90.436,0,0,1622.99
11.19,0,0,90.338,0,0,1623.89
11.2,0,0,90.24,0,0,1624.8
11.21,0,0,90.142,0,0,1625.7
11.22,0,0,90.044,0,0,1626.6
11.23,0,0,89.946,0,0,1627.5
11.24,0,0,89.848,0,0,1628.39
11.25,0,0,89.75,0,0,1629.29
11.26,0,0,89.652,0,0,1630.19
11.27,0,0,89.554,0,0,1631.08
11.28,0,0,89.456,0,0,1631.98
11.29,0,0,89.358,0,0,1632.87
11.3,0,0,89.26,0,0,1633.77
11.31,0,0,89.162,0,0,1634.66
11.32,0,0,89.064,0,0,1635.55
11.33,0,0,88.966,0,0,1636.44
11.34,0,0,88.868,0,0,1637.33
11.35,0,0,88.77,0,0,1638.21
11.36,0,0,88.672,0,0,1639.1
11.37,0,0,88.574,0,0,1639.99
11.38,0,0,88.476,0,0,1640.87
11.39,0,0,88.378,0,0,1641.75
11.4,0,0,88.28,0,0,1642.64
11.41,0,0,88.182,0,0,1643.52
11.42,0,0,88.084,0,0,1644.4
11.43,0,0,87.986,0,0,1645.28
11.44,0,0,87.888,0,0,1646.16
11.45,0,0,87.79,0,0,1647.04
11.46,0,0,87.692,0,0,1647.91
11.47,0,0,87.594,0,0,1648.79
11.48,0,0,87.496,0,0,1649.66
11.49,0,0,87.398,0,0,1650.54
11.5,0,0,87.3,0,0,1651.41
11.51,0,0,87.202,0,0,1652.28
11.52,0,0,87.104,0,0,1653.15
11.53,0,0,87.006,0,0,1654.02
11.54,0,0,86.908,0,0,1654.89
11.55,0,0,86.81,0,0,1655.76
11.56,0,0,86.712,0,0,1656.63
11.57,0,0,86.614,0,0,1657.5
11.58,0,0,86.516,0,0,1658.36
11.59,0,0,86.418,0,0,1659.22
11.6,0,0,86.32,0,0,1660.09
11.61,0,0,86.222,0,0,1660.95
11.62,0,0,86.124,0,0,1661.81
11.63,0,0,86.026,0,0,1662.67
11.64,0,0,85.928,0,0,1663.53
11.65,0,0,85.83,0,0,1664.39
11.66,0,0,85.732,0,0,1665.25
11.67,0,0,85.634,0,0,1666.1
11.68,0,0,85.536,0,0,1666.96
11.69,0,0,85.438,0,0,1667.81
11.7,0,0,85.34,0,0,1668.67
11.71,0,0,85.242,0,0,1669.52
11.72,0,0,85.144,0,0,1670.37
11.73,0,0,85.046,0,0,1671.22
11.74,0,0,84.948,0,0,1672.07
11.75,0,0,84.85,0,0,1672.92
11.76,0,0,84.752,0,0,1673.77
11.77,0,0,84.654,0,0,1674.61
11.78,0,0,84.556,0,0,1675.46
11.79,0,0,84.458,0,0,1676.3
11.8,0,0,84.36,0,0,1677.15
11.81,0,0,84.262,0,0,1677.99
11.82,0,0,84.164,0,0,1678.83
11.83,0,0,84.066,0,0,1679.67
11.84,0,0,83.968,0,0,1680.51
11.85,0,0,83.87,0,0,1681.35
11.86,0,0,83.772,0,0,1682.19
11.87,0,0,83.674,0,0,1683.02
11.88,0,0,83.576,0,0,1683.86
11.89,0,0,83.478,0,0,1684.69
11.9,0,0,83.38,0,0,1685.53
11.91,0,0,83.282,0,0,1686.36
11.92,0,0,83.184,0,0,1687.19
11.93,0,0,83.086,0,0,1688.02
11.94,0,0,82.988,0,0,1688.85
11.95,0,0,82.89,0,0,1689.68
11.96,0,0,82.792,0,0,1690.51
11.97,0,0,82.694,0,0,1691.34
11.98,0,0,82.596,0,0,1692.16
11.99,0,0,82.498,0,0,1692.99
12,0,0,82.4,0,0,1693.81
12.01,0,0,82.302,0,0,1694.64
12.02,0,0,82.204,0,0,1695.46
12.03,0,0,82.106,0,0,1696.28
12.04,0,0,82.008,0,0,1697.1
12.05,0,0,81.91,0,0,1697.92
12.06,0,0,81.812,0,0,1698.74
12.07,0,0,81.714,0,0,1699.55
12.08,0,0,81.616,0,0,1700.37
12.09,0,0,81.518,0,0,1701.18
12.1,0,0,81.42,0,0,1702
12.11,0,0,81.322,0,0,1702.81
12.12,0,0,81.224,0,0,1703.62
12.13,0,0,81.126,0,0,1704.43
12.14,0,0,81.028,0,0,1705.25
12.15,0,0,80.93,0,0,1706.05
12.16,0,0,80.832,0,0,1706.86
12.17,0,0,80.734,0,0,1707.67
12.18,0,0,80.636,0,0,1708.48
12.19,0,0,80.538,0,0,1709.28
12.2,0,0,80.44,0,0,1710.09
12.21,0,0,80.342,0,0,1710.89
12.22,0,0,80.244,0,0,1711.69
12.23,0,0,80.146,0,0,1712.49
12.24,0,0,80.048,0,0,1713.29
12.25,0,0,79.95,0,0,1714.09
12.26,0,0,79.852,0,0,1714.89
12.27,0,0,79.754,0,0,1715.69
12.28,0,0,79.656,0,0,1716.49
12.29,0,0,79.558,0,0,1717.28
12.3,0,0,79.46,0,0,1718.08
12.31,0,0,79.362,0,0,1718.87
12.32,0,0,79.264,0,0,1719.66
12.33,0,0,79.166,0,0,1720.45
12.34,0,0,79.068,0,0,1721.24
12.35,0,0,78.97,0,0,1722.03
12.36,0,0,78.872,0,0,1722.82
12.37,0,0,78.774,0,0,1723.61
12.38,0,0,78.676,0,0,1724.4
12.39,0,0,78.578,0,0,1725.18
12.4,0,0,78.48,0,0,1725.97
12.41,0,0,78.382,0,0,1726.75
12.42,0,0,78.284,0,0,1727.54
12.43,0,0,78.186,0,0,1728.32
12.44,0,0,78.088,0,0,1729.1
12.45,0,0,77.99,0,0,1729.88
12.46,0,0,77.892,0,0,1730.66
12.47,0,0,77.794,0,0,1731.43
12.48,0,0,77.696,0,0,1732.21
12.49,0,0,77.598,0,0,1732.99
12.5,0,0,77.5,0,0,1733.76
12.51,0,0,77.402,0,0,1734.54
12.52,0,0,77.304,0,0,1735.31
12.53,0,0,77.206,0,0,1736.08
12.54,0,0,77.108,0,0,1736.85
12.55,0,0,77.01,0,0,1737.62
12.56,0,0,76.912,0,0,1738.39
12.57,0,0,76.814,0,0,1739.16
12.58,0,0,76.716,0,0,1739.93
12.59,0,0,76.618,0,0,1740.69
12.6,0,0,76.52,0,0,1741.46
12.61,0,0,76.422,0,0,1742.22
12.62,0,0,76.324,0,0,1742.99
12.63,0,0,76.226,0,0,1743.75
12.64,0,0,76.128,0,0,1744.51
12.65,0,0,76.03,0,0,1745.27
12.66,0,0,75.932,0,0,1746.03
12.67,0,0,75.834,0,0,1746.79
12.68,0,0,75.736,0,0,1747.54
12.69,0,0,75.638,0,0,1748.3
12.7,0,0,75.54,0,0,1749.06
12.71,0,0,75.442,0,0,1749.81
12.72,0,0,75.344,0,0,1750.56
12.73,0,0,75.246,0,0,1751.32
12.74,0,0,75.148,0,0,1752.07
12.75,0,0,75.05,0,0,1752.82
12.76,0,0,74.952,0,0,1753.57
12.77,0,0,74.854,0,0,1754.32
12.78,0,0,74.756,0,0,1755.06
12.79,0,0,74.658,0,0,1755.81
12.8,0,0,74.56,0,0,1756.56
12.81,0,0,74.462,0,0,1757.3
12.82,0,0,74.364,0,0,1758.05
12.83,0,0,74.266,0,0,1758.79
12.84,0,0,74.168,0,0,1759.53
12.85,0,0,74.07,0,0,1760.27
12.86,0,0,73.972,0,0,1761.01
12.87,0,0,73.874,0,0,1761.75
12.88,0,0,73.776,0,0,1762.49
12.89,0,0,73.678,0,0,1763.22
12.9,0,0,73.58,0,0,1763.96
12.91,0,0,73.482,0,0,1764.69
12.92,0,0,73.384,0,0,1765.43
12.93,0,0,73.286,0,0,1766.16
12.94,0,0,73.188,0,0,1766.89
12.95,0,0,73.09,0,0,1767.62
12.96,0,0,72.992,0,0,1768.35
12.97,0,0,72.894,0,0,1769.08
12.98,0,0,72.796,0,0,1769.81
12.99,0,0,72.698,0,0,1770.54
13,0,0,72.6,0,0,1771.26
13.01,0,0,72.502,0,0,1771.99
13.02,0,0,72.404,0,0,1772.71
13.03,0,0,72.306,0,0,1773.44
13.04,0,0,72.208,0,0,1774.16
13.05,0,0,72.11,0,0,1774.88
13.06,0,0,72.012,0,0,1775.6
13.07,0,0,71.914,0,0,1776.32
13.08,0,0,71.816,0,0,1777.04
13.09,0,0,71.718,0,0,1777.75
13.1,0,0,71.62,0,0,1778.47
13.11,0,0,71.522,0,0,1779.18
13.12,0,0,71.424,0,0,1779.9
13.13,0,0,71.326,0,0,1780.61
13.14,0,0,71.228,0,0,1781.32
13.15,0,0,71.13,0,0,1782.04
13.16,0,0,71.032,0,0,1782.75
13.17,0,0,70.934,0,0,1783.46
13.18,0,0,70.836,0,0,1784.16
13.19,0,0,70.738,0,0,1784.87
13.2,0,0,70.64,0,0,1785.58
13.21,0,0,70.542,0,0,1786.28
13.22,0,0,70.444,0,0,1786.99
13.23,0,0,70.346,0,0,1787.69
13.24,0,0,70.248,0,0,1788.39
13.25,0,0,70.15,0,0,1789.09
13.26,0,0,70.052,0,0,1789.8
13.27,0,0,69.954,0,0,1790.49
13.28,0,0,69.856,0,0,1791.19
13.29,0,0,69.758,0,0,1791.89
13.3,0,0,69.66,0,0,1792.59
13.31,0,0,69.562,0,0,1793.28
13.32,0,0,69.464,0,0,1793.98
13.33,0,0,69.366,0,0,1794.67
13.34,0,0,69.268,0,0,1795.36
13.35,0,0,69.17,0,0,1796.06
13.36,0,0,69.072,0,0,1796.75
13.37,0,0,68.974,0,0,1797.44
13.38,0,0,68.876,0,0,1798.12
13.39,0,0,68.778,0,0,1798.81
13.4,0,0,68.68,0,0,1799.5
13.41,0,0,68.582,0,0,1800.19
13.42,0,0,68.484,0,0,1800.87
13.43,0,0,68.386,0,0,1801.55
13.44,0,0,68.288,0,0,1802.24
13.45,0,0,68.19,0,0,1802.92
13.46,0,0,68.092,0,0,1803.6
13.47,0,0,67.994,0,0,1804.28
13.48,0,0,67.896,0,0,1804.96
13.49,0,0,67.798,0,0,1805.64
13.5,0,0,67.7,0,0,1806.31
13.51,0,0,67.602,0,0,1806.99
13.52,0,0,67.504,0,0,1807.66
13.53,0,0,67.406,0,0,1808.34
13.54,0,0,67.308,0,0,1809.01
